"","X","Y","class"
"1",4.28594837410723,3.89515447989133,1
"2",7.32959199645315,2.49153753210503,1
"3",5.31418726149289,5.98243739912673,1
"4",4.5847942307848,6.68036674841596,1
"5",2.17930923433444,4.04561177501377,1
"6",9.62635726849669,2.79872454782697,1
"7",8.29046500342605,3.33644162615848,1
"8",7.62513820411571,4.08769889833255,1
"9",6.37845866352572,1.53724287475404,1
"10",9.34485476098008,0.875153262577681,1
"11",5.90243110417296,6.99808788030063,1
"12",3.17894615326549,0.729837282269962,1
"13",3.41939293611408,3.66509665114342,1
"14",7.11896331581436,6.77171064743369,1
"15",6.38008920967411,3.36315761726327,1
"16",9.1990707502149,4.83477014269627,1
"17",6.05759210419734,0.432868680345452,1
"18",9.64337442651391,2.52039412654817,1
"19",2.86453320298113,1.06758608426588,1
"20",3.60641231552892,2.39359390060715,1
"21",8.47197992357636,2.16606723240053,1
"22",5.10112025839667,3.48991878214114,1
"23",5.83453686057912,2.31039117671735,1
"24",6.81551091419579,4.8509722478644,1
"25",6.33239630930013,4.78059078797748,1
"26",4.4424960083777,1.64597663037944,1
"27",7.55321494345878,0.833621245957752,1
"28",5.88255248982686,0.715315986350143,1
"29",8.74272093669053,0.10887960119004,1
"30",4.85966322641533,5.07044139839811,1
"31",6.76435952490194,6.83393455927222,1
"32",2.78193131104402,5.03596449153267,1
"33",9.02977629747456,5.51865763501007,1
"34",3.54560656358808,0.614316450640254,1
"35",5.16141611102502,2.8538391816771,1
"36",6.71735522961205,6.83035871623712,1
"37",3.94637098984386,0.624183940894556,1
"38",6.31651222213261,-0.239846878801941,1
"39",6.99114180232205,6.84946072567371,1
"40",3.73286575056529,6.22272594172908,1
"41",4.95422692330567,6.36143056400832,1
"42",6.22599612949902,5.99228566954455,1
"43",2.72214249465243,5.27061718406958,1
"44",7.9651104338231,3.20350487134054,1
"45",6.95193257333518,2.55330045429626,1
"46",9.13361437368856,1.38899160060361,1
"47",6.35944663809925,3.58365508171971,1
"48",7.52094792619957,5.75463681901688,1
"49",4.65519762500331,0.707811646053631,1
"50",6.89499153427491,6.83126426247378,1
"51",2.4097197058891,3.5859631188465,1
"52",5.72770209067269,-0.137524074283445,1
"53",5.49452684935488,3.1747394621222,1
"54",5.18215473924581,4.04121375656489,1
"55",9.71133566641828,3.14577615103323,1
"56",6.95043655482574,2.76750235292135,1
"57",9.55151587672101,1.88602967324219,1
"58",6.41387873034897,6.13246251824284,1
"59",5.90438935040474,2.49559619772645,1
"60",5.75899133688221,3.63048678406501,1
"61",4.34341844144359,3.73170327398611,1
"62",2.27803023668412,2.34173275688282,1
"63",6.52398464522149,2.75913135261973,1
"64",7.71022285996803,3.17705871276419,1
"65",5.05729591867199,4.79371808281779,1
"66",5.32725655777776,1.67885199595786,1
"67",8.61279956831526,3.06392667274573,1
"68",9.19310169975864,3.84873978486028,1
"69",8.40969934342807,1.92897205498608,1
"70",8.73034977909286,4.80869120361068,1
"71",2.52318550558234,4.08414141022012,1
"72",7.85007503332233,3.97521626310888,1
"73",2.68993217966078,4.49590653567468,1
"74",4.32492201909227,1.97403055774117,1
"75",3.73192098716325,2.36417348124897,1
"76",6.7557962134593,0.059344482677913,1
"77",4.09187142055759,0.688941069772735,1
"78",4.75544211363794,2.35070321774429,1
"79",6.63267968818126,0.180738610573523,1
"80",6.90912449587836,-0.106871492868994,1
"81",2.22331424768893,2.84414169494916,1
"82",3.26986480136973,3.96938058970714,1
"83",6.60991060186479,5.74981997459562,1
"84",9.32356013743408,1.33961686723018,1
"85",8.44132157301015,5.52824146179599,1
"86",7.46450821066907,0.529074072603743,1
"87",5.99239716677635,0.365251211680219,1
"88",7.06407063404724,6.15706639552332,1
"89",9.67542742796371,3.71975834694508,1
"90",2.58462623399355,3.13379330640817,1
"91",4.47534820280414,4.69630749586251,1
