"","X","Y","class"
"1",6.59785875723477,0.729022858045344,1
"2",5.98246337720077,4.06922996808851,1
"3",8.68367158347727,6.52581235364499,1
"4",2.98083297198837,1.10625292665973,1
"5",1.2360691913315,4.3700271040873,1
"6",10.2070738313239,5.3082781351398,1
"7",7.29695565678963,3.35997994135554,1
"8",7.00095622019185,4.08215654352413,1
"9",9.66399119276458,4.5698270616057,1
"10",9.356038809407,-0.0521168027075998,1
"11",5.97641509655866,2.13737179152914,1
"12",4.87396304171046,-1.0922233669168,1
"13",3.2272727413256,5.36442661826148,1
"14",9.69543876832575,5.92339755837165,1
"15",5.3652923378674,1.55779274539086,1
"16",3.59755756022425,1.14156504803216,1
"17",2.76801054753574,2.02541186095128,1
"18",7.60955488223602,-1.6936503872132,1
"19",6.93910722222314,-0.0377333519015624,1
"20",5.64825371519544,3.33835840375871,1
"21",6.14908596584875,4.96931540543894,1
"22",2.91629609444849,-0.247622979244757,1
"23",4.11708279614552,-1.63050388333837,1
"24",5.0070514454023,-0.990135694130669,1
"25",1.80286356231165,5.58695143657141,1
"26",3.71897063809418,1.70648778219818,1
"27",3.58371961817328,6.22348142367221,1
"28",3.45737670660963,2.09787010278866,1
"29",6.49184467593862,-1.61701642777139,1
"30",5.12890829785354,6.46153007125879,1
"31",6.26753615584154,6.21127466131895,1
"32",5.67935973111933,7.4687863472077,1
"33",7.67532321800165,7.21473061224299,1
"34",3.06276595128841,1.24178970798664,1
"35",2.60083159855129,-0.0623003573411229,1
"36",5.05743838271646,0.968877741518819,1
"37",5.17723814897148,5.52928025932928,1
"38",9.64677934693981,0.620945797218727,1
"39",8.27049499257053,5.54715341693868,1
"40",6.28352556228288,5.36567610570159,1
"41",3.88802403769013,6.80011882727507,1
"42",8.28322646072017,3.50644716296177,1
"43",7.15540602015194,4.20808162073065,1
"44",2.02370791472626,4.40139257798014,1
"45",6.31573895616024,3.52830831346749,1
"46",2.39180354845959,3.69904936633176,1
"47",4.46276052557085,1.49932892063696,1
"48",7.13722365954142,0.363338168043636,1
"49",3.4215083055607,0.292293165270264,1
"50",1.55596171286018,1.83150538835732,1
"51",8.36902360687784,5.73787352055476,1
"52",4.48044681823775,5.24515912067249,1
"53",5.45315329056403,6.51439081806785,1
"54",9.73794653941947,2.93589457532355,1
"55",4.26938732925266,4.84910612127762,1
"56",3.20257417993213,4.68498280644557,1
"57",10.4359794058922,3.11009411906954,1
"58",2.6896245159703,4.26986166023386,1
"59",4.66290901709963,1.28971903249322,1
"60",7.47039671340114,0.825984617604145,1
"61",2.27312641381616,4.61084531214846,1
"62",9.40708048070585,1.66364973830883,1
"63",5.0596894507186,5.90416105382578,1
"64",6.27427679373032,5.07513038676904,1
"65",5.31475593112007,-1.65296711337163,1
"66",5.26979207734377,1.54414686403198,1
"67",8.25102681100495,4.91157975141342,1
"68",3.81752320922127,-0.449311015565871,1
"69",8.00396079017864,2.21286398084619,1
"70",6.8302490117354,2.10086830997977,1
"71",7.57758094334202,0.504708522485434,1
"72",3.63243531768495,7.16602477819533,1
"73",5.43585483996299,7.4952203949239,1
"74",3.674533389105,5.87275520275114,1
"75",7.15167382255314,0.589895666405849,1
"76",5.98541995190317,6.3398804841357,1
"77",6.13355800697508,7.46351634556738,1
"78",6.30814603973876,4.35945861603258,1
"79",9.56969033063529,1.18757849109399,1
"80",8.49016267720307,5.91149994131496,1
"81",5.49726117694115,-0.941797880909332,1
"82",4.48383230767248,4.79142060415155,1
"83",4.20867310325315,5.59379895358961,1
"84",2.90817466041515,-0.230877267889022,1
"85",4.96467814712047,6.76065240192628,1
"86",7.73836654221143,5.21672553336162,1
"87",8.2094956272271,0.737358429114629,1
"88",4.70104012648236,6.6191800075325,1
"89",3.42339433761917,-0.556788565332797,1
"90",3.33341705865341,5.41885152886889,1
"91",2.44980659026807,1.20691712097625,1
"92",2.05557838018906,4.2378571360775,1
"93",7.4690336032205,6.37596555773163,1
"94",9.30182081300647,1.29986704808062,1
"95",9.83347453642712,3.36869290559901,1
"96",7.83380240347136,2.9867537357671,1
"97",6.51516239484995,-0.752188762908412,1
"98",5.33638384764718,2.34537564795204,1
"99",9.78607358341318,2.67230498618223,1
"100",10.0462569098497,3.6821313600545,1
"101",-6.49785968253259,4.19156733769761,2
"102",-5.68084527823875,2.19209785115216,2
"103",-6.31183471060846,1.56726521073216,2
"104",-4.56742645286484,3.81598919691765,2
"105",-4.35281166828241,1.98126651781602,2
"106",-7.55287652849523,2.81430208753065,2
"107",-6.45867549342685,2.20289554775687,2
"108",-5.20242432153243,2.81395109659227,2
"109",-4.14270327145209,3.18449572407061,2
"110",-5.68106977197487,4.70691726712255,2
"111",-4.38206396499006,2.57177852425634,2
"112",-5.66510577694875,3.28513264244643,2
"113",-5.30374676442216,2.38402786161481,2
"114",-5.95801357088458,2.04754829705193,2
"115",-7.26373327863437,3.96084383109679,2
"116",-6.81579459776531,4.59540020176578,2
"117",-5.99451897437217,1.32750356181821,2
"118",-5.15488193224054,3.36833551885578,2
"119",-6.57854599641224,2.76412975015827,2
"120",-4.83304697831804,1.73485871953536,2
"121",-6.79656131516503,3.60751616267161,2
"122",-5.43501697451399,4.58747830678386,2
"123",-5.27679516291662,3.29374092035445,2
"124",-5.21496799967968,4.20384142614278,2
"125",-5.0347601658709,3.77551908896895,2
"126",-4.50905879279171,3.46154638159188,2
"127",-4.45118230640768,3.5823770376075,2
"128",-6.22010947212491,2.72428984591082,2
"129",-4.5594676591058,3.84447243298132,2
"130",-6.64324537624573,1.87546016575712,2
"131",-6.97608342770792,4.51573313362247,2
"132",-5.80742527054465,3.61190648985166,2
"133",-5.55633775633234,1.57366735628413,2
"134",-6.29104490238683,1.97857159798342,2
"135",-6.13125061917215,4.6437997207988,2
"136",-7.49122594869916,4.32094975233351,2
"137",-4.75690766237615,2.31236694431952,2
"138",-5.08892003198957,2.51236574461632,2
"139",-7.44482620894217,4.25322084599562,2
"140",-4.50868283377961,2.31601822586273,2
"141",-4.65011236573863,2.93314488580419,2
"142",-5.12699738938247,3.13489231807599,2
"143",-6.46848944836435,3.46456396867643,2
"144",-5.82359567628242,2.57208184349871,2
"145",-4.73483712632914,3.23013604985585,2
"146",-5.5936501392689,1.6030945721494,2
"147",-6.22111827548392,1.91092619540707,2
"148",-7.45839223212121,2.58367700358059,2
"149",-5.95494729541302,3.29593375805213,2
"150",-5.55270423151967,4.66151555866179,2
"151",-4.71596250036491,2.16773749990467,2
"152",-6.76570229489294,3.6737333405404,2
"153",-6.58319554920542,3.29472160656652,2
"154",-6.12973547900129,1.64294261464846,2
"155",-6.83040797843274,4.07662506896413,2
"156",-6.4259292634373,3.57933376896942,2
"157",-6.66360452447413,2.43317596383385,2
"158",-5.17889593179096,2.69868222690773,2
"159",-7.619238330585,3.24445058926201,2
"160",-6.74710661116447,3.24670482278642,2
"161",-6.25796826930901,2.23895756548175,2
"162",-4.70004919664554,3.62134923213427,2
"163",-4.74814771244931,4.27263380327345,2
"164",-5.20608916892785,1.49094048187822,2
"165",-5.8276280051047,4.15085261388034,2
"166",-4.79714499988471,3.12843884967376,2
"167",-4.9813879723675,3.91769669445265,2
"168",-6.50325784829444,3.78843729926743,2
"169",-5.41297032585704,4.64362176312983,2
"170",-4.51463971556823,3.76444136417721,2
"171",-4.89607114785319,3.07454627482527,2
"172",-4.92510775488999,1.32387473153389,2
"173",-6.12869922031041,2.6284326157357,2
"174",-4.07399191331267,2.79980973854967,2
"175",-7.45418905303691,3.27686126285166,2
"176",-6.57621561776644,1.85732159993631,2
"177",-4.89509848920027,4.41499818519775,2
"178",-7.25278111612035,2.89583566893794,2
"179",-7.27362057898896,4.1122085982911,2
"180",-4.57187513972461,4.24362040477736,2
"181",-7.14303023573341,3.50782464051833,2
"182",-7.902388840159,3.4118357884214,2
"183",-5.32916814713848,4.05913419916634,2
"184",-4.47261553025113,2.81084529428241,2
"185",-5.05890838644636,1.38862459789047,2
"186",-4.10692781912151,2.51637943441496,2
"187",-6.75007535945966,3.14092008581133,2
"188",-6.37978399940973,3.48972093743649,2
"189",-5.49879917238757,4.88777243064488,2
"190",-5.29985033951224,2.52259117080994,2
"191",-4.82768496279492,3.5168057207176,2
"192",-6.35076013185041,2.8330363006543,2
"193",-6.41847363756049,1.44430894871428,2
"194",-6.72038990707757,3.92206286376358,2
"195",-6.37040608284153,2.52673807097269,2
"196",-5.89041216489168,2.98243013688144,2
"197",-5.69615031246186,2.17592578292307,2
"198",-5.48017339493066,4.04997496002639,2
"199",-7.07253147589393,4.46761132751908,2
"200",-5.72250655554703,3.71867222250442,2
